version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 13 Pro Max,1772561346492,2026-03-03_18-09-06,Africa/Kigali,ios,1.54,9dbb04f6-4215-4a5c-9898-56bdecf94029,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,18.6.2,system
