time,seconds_elapsed,z,y,x
1772457451152554000,0.069553955078125,-0.19472762233018873,0.021916648253798483,-0.15909388929326088
1772457451162622000,0.0796220703125,-0.22958616974353788,0.030076866094768045,-0.15784429109096526
1772457451172691200,0.089691162109375,-0.28685996258258817,0.04482581467628479,-0.15188978486703708
1772457451182760000,0.099760009765625,-0.23572364958524702,0.08686141411215066,-0.13144049661890603
1772457451192829200,0.1098291015625,-0.07124795765578747,0.12626140434741973,-0.026349598333099855
1772457451202897200,0.119897216796875,0.1541489437043667,0.13486030586659908,0.09814722576090135
1772457451212966000,0.1299658203125,0.47921325699687,0.1085144429937005,0.2504065471932292
1772457451223035100,0.14003515625,0.8073609232574701,0.0604454086124897,0.366513783403486
1772457451233104000,0.150103759765625,0.8307102346628904,0.07182341945618391,0.34234530110228806
1772457451243171800,0.160171875,0.7015104387760162,0.13386691091507671,0.24961262033656237
1772457451253241000,0.170240966796875,0.7210054128408432,0.18279139308184383,0.2366847497023642
1772457451263310000,0.18031005859375,0.6925082171529531,0.18494652528911829,0.23812654600851235
1772457451273378000,0.1903779296875,0.6675742669045924,0.18506313740611074,0.2291461708910763
1772457451283447000,0.200447021484375,0.449248326843977,0.17348668138086795,0.1347682619352825
1772457451293516000,0.21051611328125,0.09235270500481128,0.18254852423667906,-0.025112128960015252
1772457451303585000,0.2205849609375,-0.1939320880383253,0.1779062513887882,-0.12262060929280705
1772457451313653000,0.230653076171875,-0.21121932292580603,0.13508242418467997,-0.12098489784975536
1772457451323722200,0.24072216796875,-0.02439034489095211,0.04979278943389654,-0.07185256791885476
1772457451333791000,0.250791015625,0.06099895084202289,-0.0034220834031701087,-0.018178096479712986
1772457451343859000,0.26085888671875,0.051339142093062395,0.009864683671295641,0.016888705123146063
1772457451353928200,0.27092822265625,0.040301030728220937,-0.0002516366735100746,-0.03860025012574624
1772457451363997000,0.280996826171875,-0.08960136047005653,0.01474251884073019,-0.11179930988326668
1772457451374066200,0.291066162109375,-0.2034177092641592,0.05675707548856735,-0.13563118064124136
1772457451384134100,0.301134033203125,-0.22519699487388134,0.08182692707628011,-0.10899389707371591
1772457451394203000,0.311202880859375,-0.21700141345858573,0.07638590506613255,-0.056973732180241494
1772457451404272000,0.321272216796875,-0.28898411512970923,0.07713146273642778,-0.08472804621211252
1772457451414340000,0.331340087890625,-0.5029290636271238,0.0727522247388959,-0.19168836423214525
1772457451424409000,0.3414091796875,-0.5367366406828165,0.079607789722085,-0.23993816200774162
1772457451434478000,0.35147802734375,-0.3863274680286646,0.04778875613510608,-0.17279650715962053
1772457451444546800,0.361546875,-0.2102706438988447,0.015531915652751922,-0.06967752086813561
1772457451454615000,0.371614990234375,-0.021267828956246376,0.029518647690117358,0.03518260543567594
1772457451464684000,0.38168408203125,0.090779172077775,0.04165302985906601,0.10562248441185802
1772457451474753000,0.3917529296875,0.07667875053286552,0.051859951096773146,0.08860224816380068
1772457451484821000,0.401821044921875,-0.015671616384387015,0.09661620766818522,0.050680454422044566
1772457451494890000,0.411889892578125,-0.010506196445226669,0.11881313416808843,0.03839265352336224
1772457451504959200,0.421959228515625,0.06398644222021102,0.11218319463431835,0.05503523383175488
1772457451515028000,0.432028076171875,0.13717851968109607,0.09182108234614134,0.08454260664260946
1772457451525096000,0.442095947265625,0.22447218773066996,0.09188421071022748,0.10632439473667181
1772457451535165200,0.452165283203125,0.31003274837732314,0.08968845423161984,0.13967251932076177
1772457451545234000,0.46223388671875,0.3104828302323818,0.0980593922138214,0.13871371162543072
1772457451555302100,0.47230224609375,0.1964332572042942,0.10979863758534192,0.09570043539698235
1772457451565371100,0.48237109375,0.13174246610701085,0.10455489171296357,0.03947303263859357
1772457451575440000,0.49243994140625,0.1110217496395111,0.0855006471529603,-0.005081219104293268
1772457451585509000,0.502509033203125,0.032951252487301824,0.05208645332902669,-0.05743147218537051
1772457451595577000,0.5125771484375,0.05120879371166229,0.033766952784359455,-0.0857092849349603
1772457451605646000,0.52264599609375,0.13909165982604027,-0.0018631635233759879,-0.08268311464735306
1772457451615715000,0.532715087890625,0.1128559793293476,-0.008152326795458794,-0.12007297063660807
1772457451625783000,0.542782958984375,0.06717734721601008,-0.01684299825131893,-0.1206667626781389
1772457451635852000,0.55285205078125,-0.001381225225329399,0.0062926704034209245,-0.12588230536933986
1772457451645921000,0.562921142578125,-0.0330699104309082,0.02921528082937002,-0.08921395032135769
1772457451655990000,0.572989990234375,-0.011478840869665146,0.050744391070306295,-0.05260294691722374
1772457451666058000,0.58305810546875,0.05217150126397609,0.060546238638460634,-0.027099571883608585
1772457451676127000,0.593126953125,0.05198211617171764,0.04714432075172662,-0.023152606089808975
1772457451686196000,0.603196044921875,0.007564882296323776,0.04849778118729591,-0.035120420069794635
1772457451696264000,0.613263916015625,-0.02540332132577896,0.06680033059716224,-0.046961639394890516
1772457451706333000,0.6233330078125,-0.06354103654026985,0.05553951639235019,-0.05517212155179586
1772457451716402200,0.633402099609375,-0.07104220595061779,0.0790671069741249,-0.023732378739141857
1772457451726471000,0.643470947265625,0.025893150669336316,0.0960009983792901,0.024515014733525457
1772457451736539100,0.6535390625,0.12845686856508254,0.08272504495978356,0.10208514059856534
1772457451746608000,0.663608154296875,0.10098258618414402,0.10522416927665472,0.08708611711296252
1772457451756677000,0.673677001953125,0.047376083680987356,0.10272300011068582,0.05529200333810877
1772457451766745000,0.6837451171875,0.08157236779332161,0.11201251424252986,0.055503107071830884
1772457451776814000,0.69381396484375,0.041247956189513206,0.09095043699145317,0.03795349035453983
1772457451786883000,0.703883056640625,-0.11000000537633896,0.07718962266445159,-0.008424729979073163
1772457451796952000,0.7139521484375,-0.10093582443296908,0.09511281736791133,-0.019690081078396177
1772457451807020000,0.72402001953125,0.05532908851206302,0.034275194567441936,-0.026833434043999294
1772457451817089000,0.734089111328125,0.06556231323480606,0.005416179829835891,-0.030835511575499547
1772457451827158000,0.744157958984375,-0.04778758709132671,0.003995207116007805,-0.11787278457805514
1772457451837226000,0.75422607421875,-0.0306692790299654,0.0031648937717080115,-0.12352895630938
1772457451847295000,0.764294921875,0.048149406141042704,-0.022395956203341484,-0.06085053708096966
1772457451857364200,0.7743642578125,0.09989479094743728,-0.042028585173189636,-0.04503263952711131
1772457451867433000,0.784432861328125,0.1559077700704336,-0.020141163013875484,-0.021100046057731376
1772457451877501000,0.7945009765625,0.25561200688183305,-0.011942951250076293,0.0023168872238020412
