version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 11,1772713844291,2026-03-05_12-30-44,Africa/Kigali,ios,1.54,10601718-33d1-4ca7-b538-6bd5d879173c,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.3,system
