time,seconds_elapsed,z,y,x
1772696862978158800,0.072158935546875,0.25171207683384417,-0.456023812328279,0.7277046182185412
1772696862988130000,0.082130126953125,0.1876578300744295,-0.4351695326089859,0.7441550369556993
1772696862998101000,0.09210107421875,0.17789105381965636,-0.5521699182666838,0.6967039152771234
1772696863008071000,0.10207080078125,0.3809790927380323,-0.6297727979071438,0.7660949199546128
1772696863018042000,0.1120419921875,0.4475742561519146,-0.5194102428287267,0.8957567073300481
1772696863028013000,0.122012939453125,0.31637013470530506,-0.6183024326048792,0.8289809266522526
1772696863037984000,0.13198388671875,0.3470873445302248,-0.8182346378408372,0.7200596564233303
1772696863047955000,0.141954833984375,0.2985270195007324,-0.8357394610017538,0.6400692971244454
1772696863057926000,0.15192578125,0.4637906469374895,-0.7538618266515433,0.5572044783677905
1772696863067897000,0.16189697265625,0.6971089889466762,-0.6989953872151673,0.5943745175939052
1772696863077867000,0.171866943359375,0.6410223600655793,-0.5175445950873195,0.5388100494233891
1772696863087838000,0.181837890625,0.6772504422664642,-0.3587678454518318,0.37809542706049976
1772696863097809200,0.19180908203125,0.8618903858244419,-0.3419081883266568,0.2826780372554436
1772696863107780000,0.201780029296875,0.7273042207241058,-0.40208237878233194,0.16859620592556893
1772696863117750800,0.211750732421875,0.3991612306386232,-0.5090099909760057,-0.05111690047739539
1772696863127722000,0.221721923828125,0.23896365441977976,-0.6094963180758058,-0.2948815026052296
1772696863137693000,0.23169287109375,0.2518792500942945,-0.7012666931480169,-0.434643134114705
1772696863147663000,0.2416630859375,0.2629126852840185,-0.6975583401493728,-0.38049744670093055
1772696863157634000,0.251634033203125,0.14039923529326914,-0.6498810815647245,-0.11310799959534779
1772696863167605000,0.26160498046875,-0.06641571519374848,-0.7016168217599391,0.05751481678700074
1772696863177576200,0.271576171875,-0.03336275589764118,-0.7980670252114533,0.09323770767841487
1772696863187547000,0.281546875,0.3889490487039089,-0.3427991458170116,0.27384618549691514
1772696863197518000,0.29151806640625,0.4701122511744499,-0.45375060669928785,0.08722975423419847
1772696863207489000,0.301489013671875,0.5614204155623912,-0.6906428616724908,-0.06006526845479384
1772696863217459000,0.311458984375,0.5632587369054556,-0.9980828170776367,-0.1738387096889317
1772696863227430100,0.32143017578125,0.3619143267840147,-1.272871087463945,-0.17902151915431022
1772696863237401000,0.331401123046875,0.27226562004089355,-1.4178836617715656,-0.009387576811993495
1772696863247375400,0.341375244140625,0.35840485735833644,-1.344448423204571,0.1710152680323459
1772696863257346000,0.351345947265625,0.43407647667527194,-1.1983237960018216,0.2484470106232911
1772696863267317200,0.361317138671875,0.47377018916010855,-1.1265217115946113,0.38253545533455907
1772696863277288200,0.3712880859375,0.416136915358901,-1.030011156257987,0.5309559749221429
1772696863287259100,0.381259033203125,0.2861848398000002,-0.9974538715243338,0.5866483803212642
1772696863297229300,0.391229248046875,0.2744762818276882,-1.0466256064504385,0.5523861548332497
1772696863307200300,0.4012001953125,0.3755091368943453,-1.0735502921245992,0.44831057106982913
1772696863317171200,0.411171142578125,0.46098961804211136,-1.11540878142789,0.31101430676057934
1772696863327142100,0.42114208984375,0.4683095856666565,-1.1363606763027607,0.2208525359287858
1772696863337113000,0.431113037109375,0.18608312810361385,-1.3266956166319548,0.24319678021119906
1772696863347084300,0.441084228515625,0.2918523640424013,-1.3402711375199257,0.29751011580945924
1772696863357055200,0.45105517578125,0.352092605471611,-1.405308842358738,0.368770658952184
1772696863367025200,0.461025146484375,0.20688626215755937,-1.4849794681839643,0.7421040227100253
1772696863376996400,0.470996337890625,-0.08448854750096797,-1.4578680277660487,0.9624395490273833
1772696863386967300,0.48096728515625,-0.41792613686323166,-1.4274527234971524,0.9256066328011453
1772696863396938200,0.490938232421875,-0.4836345805704593,-1.3423549580566585,0.9361512615606188
1772696863406909200,0.5009091796875,-0.48598377404510973,-1.1612543676059692,0.7789510405268519
1772696863416880000,0.510880126953125,-0.5768284125745297,-1.0215931642636655,0.5362210193108767
1772696863426851300,0.520851318359375,-0.679945672699809,-0.9263025061108171,0.42014176708608864
1772696863436821200,0.5308212890625,-0.7659662520736455,-0.8522143565930426,0.34320122381187973
1772696863446792200,0.540792236328125,-0.7247422612816095,-0.6650111384183168,0.20152000415036453
1772696863456763400,0.550763427734375,-0.5955939033210277,-0.425477355960384,0.18168609872106462
1772696863466734000,0.560734130859375,-0.41826048338413235,-0.7388136028625071,0.04749592893468216
1772696863476705300,0.570705322265625,-0.4663087672382593,-1.1087630598030984,-0.06215805774927139
1772696863486676200,0.58067626953125,-0.6575403641462325,-1.535186829768121,-0.019314265469368545
1772696863496647200,0.590647216796875,-0.7986457018822432,-1.6091218345507978,0.19116377410246058
1772696863506618400,0.600618408203125,-0.8021896580994129,-1.318630237467587,0.4129619020519778
1772696863516588300,0.61058837890625,-0.5935071601748466,-1.1240795060742645,0.4479025017255917
1772696863526559200,0.620559326171875,-0.13249474577903747,-1.0364636203330009,0.31182737670913335
1772696863536530200,0.6305302734375,0.034331893190741536,-0.9733548377301543,0.2565442827632651
1772696863546501000,0.640501220703125,0.023795301607251167,-0.927447876753658,0.2837706182651222
1772696863556472300,0.650472412109375,-0.14586276139616966,-0.9010152854453771,0.3994209410207346
1772696863566443300,0.660443359375,-0.3789753517001867,-0.9881012290284037,0.6966019162073731
1772696863576414200,0.670414306640625,-0.6382260073453188,-1.0480510361436755,1.089806211202964
1772696863586384400,0.68038427734375,-1.04813367292583,-0.9377565778654068,1.1410581134039908
1772696863596355000,0.69035498046875,-1.193273380744457,-0.7289392745800316,1.0587739440795034
1772696863606326000,0.700325927734375,-1.1809171725183725,-0.4060680143523961,0.9169923145171255
1772696863616297200,0.710297119140625,-1.18595692025125,-0.055332887904345984,0.6892253230247646
1772696863626268200,0.72026806640625,-1.2074269937813282,0.27524551263451574,0.6291737360354512
1772696863636239400,0.7302392578125,-1.0061398668050765,0.5097067410685122,0.5710081819884478
1772696863646210300,0.740210205078125,-0.7159855388522147,0.7027289477203041,0.49789808372259137
1772696863656180200,0.75018017578125,-0.5727548795253038,0.9526349980454891,0.3837901315707713
1772696863666151200,0.760151123046875,-0.18434066835045815,1.0966614108599722,0.1880447105001658
1772696863676122000,0.7701220703125,0.1482534559249878,1.0821709670841693,-0.06167641171216964
1772696863686093000,0.780093017578125,0.34689679039418697,1.010033440177515,-0.20576113058514892
1772696863696064300,0.790064208984375,0.38902912820279595,0.8624729349527508,-0.24313275679796933
1772696863706035200,0.80003515625,0.43301966109871864,0.7408169785741716,-0.13472506211437285
1772696863716006400,0.81000634765625,0.48593058255314825,0.7178957563877105,-0.04268229984156787
1772696863725976300,0.819976318359375,0.48284898315072056,0.648270431497693,-0.06481427134647966
1772696863735947000,0.829947021484375,0.33313246893584725,0.5935976149372756,-0.13218582596033812
1772696863745918200,0.839918212890625,0.14468319622278214,0.5493060532681644,-0.2382313946224749
1772696863755889200,0.84988916015625,0.03010755349397659,0.45330695458501574,-0.33577275431156156
1772696863765860400,0.8598603515625,-0.0012046996146440505,0.4641122070420533,-0.1633526792488992
1772696863775831300,0.869831298828125,-0.11175883174240589,0.7251455813854932,-0.08598039349392056
1772696863785802200,0.87980224609375,-0.4330073861390352,0.6358040408954024,-0.5793780970573424
1772696863795773200,0.889773193359375,-0.4661164595365524,0.23058891704529522,-0.6511646916344761
1772696863805743000,0.8997431640625,-0.2092249342381954,-0.1330761989288032,-0.9030826663039624
1772696863815714000,0.909714111328125,0.2951420532375574,-0.006281929813697934,-0.6912484263502061
1772696863825685200,0.919685302734375,0.604700169840455,0.43977476138211785,-0.3646107993263751
1772696863835656200,0.92965625,0.6618459523856639,0.6596010230030864,-0.4206802578769624
1772696863845627400,0.93962744140625,0.6525877101749181,0.6157291480507702,-0.47479288327135144
1772696863855598300,0.949598388671875,0.7317483406513929,0.5707326529826968,-0.41744836328364904
1772696863865569000,0.959569091796875,0.6679547906547785,0.6242861101243644,-0.32404081546366215
1772696863875539200,0.969539306640625,0.5593360105037689,0.7182241115592419,-0.277965146856755
1772696863885510100,0.97951025390625,0.5408189415603876,0.794165195467323,-0.3585742225758731
1772696863895481000,0.989481201171875,0.5710135888159275,0.8437146776646375,-0.30915698845610023
1772696863905452300,0.999452392578125,0.5693892024844884,0.881949277382344,-0.17179449051022527
1772696863915423200,1.00942333984375,0.42786826968491076,0.8089500921450555,-0.10700330777838825
1772696863925394200,1.019394287109375,0.44333997958302496,0.5372650850037113,-0.38207244093269105
1772696863935365000,1.029365234375,0.567538021659851,0.35846075226403773,-0.3152591047234833
1772696863945335000,1.0393349609375,0.5912760401219129,0.29245032993555065,-0.2712364231236279
1772696863955306200,1.04930615234375,0.6212088215708732,0.17144465415924787,-0.3293799845345318
1772696863965277200,1.059277099609375,0.6923270153671502,-0.008558204182609915,-0.37999943405091763
1772696863975248100,1.069248046875,0.7688193034172057,-0.16415464328154922,-0.4889284491948783
1772696863985219300,1.07921923828125,0.7623498151421546,-0.1701650626774877,-0.536804737482965
1772696863995190000,1.08918994140625,1.0874936234116555,-0.28659524723179636,-0.6786017107449471
1772696864005161200,1.0991611328125,1.2486895630180834,-0.3192988816335797,-0.5867080015540123
1772696864015131100,1.109131103515625,1.140109945833683,-0.4300925216056406,-0.3883779708176851
1772696864025102000,1.11910205078125,0.9710551094204187,-0.5963071661569178,-0.3182584326699376
1772696864035073300,1.1290732421875,0.8836188180297613,-0.7028169913299381,-0.29903833002373575
1772696864045044200,1.139044189453125,0.9433592932432889,-0.7796152765892446,-0.24544527152404189
1772696864055015400,1.149015380859375,0.9787287127882242,-0.8000473123084754,-0.2548790164321661
1772696864064986000,1.158986083984375,0.9464064058542251,-0.7761740500941872,-0.2655355811335146
1772696864074957000,1.16895703125,0.9409019632190465,-0.7859297934982925,-0.23821400509625673
1772696864084928300,1.17892822265625,0.794563401004672,-0.8843244090158492,-0.1593709161363542
1772696864094898200,1.188898193359375,0.7486708338797092,-0.9969085856664925,-0.06314999139606953
1772696864104869000,1.198869140625,0.6387549996554851,-1.0607713284417986,0.08803856813274323
1772696864114840300,1.20884033203125,0.3883639422923326,-1.0389156896602363,0.3709040542516857
1772696864124811300,1.218811279296875,0.2782096231371164,-1.1032141204390675,0.08524996032752097
1772696864134782200,1.2287822265625,0.24240005860924718,-1.2724931940622628,-0.12399265569783746
1772696864144753200,1.238753173828125,-0.04217851503789424,-1.1238567301690578,0.2630141728971153
1772696864154724000,1.24872412109375,-0.2698299173265695,-1.0411429372556507,0.1758391627911478
1772696864164694300,1.2586943359375,-0.39180911431014537,-1.0737480066537857,0.1623501511428505
1772696864174665200,1.268665283203125,-0.5252028547555208,-1.0598154890216887,0.152958930202201
1772696864184636200,1.27863623046875,-0.6108125152409076,-0.9288621274657547,0.13308255560435353
